seqnames,start,end,width,strand,peak.ID,peak.score,TE.chr,TE.start,TE.end,TE.ID,TE.score,TE.strand,TE.fam,TE.sfam,peak.overlap,is.duplicated.peak,TE.fam.v2,annotation,geneChr,geneStart,geneEnd,geneLength,geneStrand,geneId,transcriptId,distanceToTSS,ENSEMBL,SYMBOL,GENENAME,annotation.v2
chr3,55583911,55584552,642,*,MACS_peak_3939,211.07,chr3,55584080,55584497,L2c,0,+,LINE/L2,L2c,417,FALSE,LINE/L2,"Intron (uc003dho.1/26059, intron 2 of 2)",3,55542336,55644938,102603,2,26059,uc003dho.1,60386,ENSG00000187672,ERC2,ELKS/RAB6-interacting/CAST family member 2,Intron
chr3,57077307,57077827,521,*,MACS_peak_3940,226.85,chr3,57077543,57077756,L2c,0,-,LINE/L2,L2c,213,FALSE,LINE/L2,"Intron (uc003dih.2/50650, intron 1 of 12)",3,57094469,57109460,14992,1,353324,uc003dij.1,-16642,ENSG00000186451,SPATA12,spermatogenesis associated 12,Intron
chr3,58145875,58146489,615,*,MACS_peak_3941,154.53,chr3,58146156,58146360,L2c,0,-,LINE/L2,L2c,204,FALSE,LINE/L2,"Intron (uc003djj.2/2317, intron 42 of 45)",3,58135577,58139368,3792,1,2317,uc010hng.1,10298,ENSG00000136068,FLNB,filamin B,Intron
chr3,58147868,58148300,433,*,MACS_peak_3942,83.52,,,,No.TE,,,No.TE,No.TE,,,No.TE,"Exon (uc003djn.3/uc003djn.3, exon 2 of 2)",3,58135577,58139368,3792,1,2317,uc010hng.1,12291,ENSG00000136068,FLNB,filamin B,Exon
chr3,58164137,58164743,607,*,MACS_peak_3943,257.59,chr3,58164335,58164587,L2b,0,+,LINE/L2,L2b,252,FALSE,LINE/L2,Distal Intergenic,3,58135577,58139368,3792,1,2317,uc010hng.1,28560,ENSG00000136068,FLNB,filamin B,Distal Intergenic
chr3,58222148,58222693,546,*,MACS_peak_3946,142.27,chr3,58222451,58222543,L2c,0,-,LINE/L2,L2c,92,FALSE,LINE/L2,Promoter,3,58223259,58280461,57203,1,57406,uc003djs.4,-566,ENSG00000163686,ABHD6,"abhydrolase domain containing 6, acylglycerol lipase",Promoter
chr3,58598936,58599831,896,*,MACS_peak_3947,356.71,chr3,58599166,58599432,L2c,0,+,LINE/L2,L2c,266,FALSE,LINE/L2,"Intron (uc003dko.3/11170, intron 1 of 4)",3,58549845,58613337,63493,2,11170,uc003dko.3,13506,ENSG00000168309,FAM107A,family with sequence similarity 107 member A,Intron
chr3,58616346,58616978,633,*,MACS_peak_3948,97.56,chr3,58616201,58616772,L2c,0,+,LINE/L2,L2c,426,FALSE,LINE/L2,Distal Intergenic,3,58549845,58613337,63493,2,11170,uc003dko.3,-3009,ENSG00000168309,FAM107A,family with sequence similarity 107 member A,Distal Intergenic
chr3,60576400,60576789,390,*,MACS_peak_3949,150.67,chr3,60576434,60576697,L2c,0,-,LINE/L2,L2c,263,FALSE,LINE/L2,"Intron (uc003dkx.4/2272, intron 4 of 9)",3,59735036,61237133,1502098,2,2272,uc003dkx.4,660344,ENSG00000189283,FHIT,fragile histidine triad diadenosine triphosphatase,Intron
chr3,66021839,66022658,820,*,MACS_peak_3950,354.29,chr3,66022052,66022221,L2a,0,-,LINE/L2,L2a,169,FALSE,LINE/L2,"Intron (uc003dmm.3/9223, intron 1 of 24)",3,65339906,66024509,684604,2,9223,uc003dmm.3,1851,ENSG00000151276,MAGI1,"membrane associated guanylate kinase, WW and PDZ domain containing 1",Intron
chr3,68943711,68944101,391,*,MACS_peak_3951,154.24,chr3,68943667,68943932,L2d,0,-,LINE/L2,L2d,221,FALSE,LINE/L2,"Intron (uc021xag.1/151647, intron 1 of 5)",3,68780915,68981761,200847,2,151647,uc021xag.1,37660,ENSG00000163377,TAFA4,TAFA chemokine like family member 4,Intron
chr3,69177397,69178115,719,*,MACS_peak_3952,266.3,chr3,69177789,69178029,L2b,0,+,LINE/L2,L2b,240,FALSE,LINE/L2,Distal Intergenic,3,69156039,69171746,15708,2,56203,uc003dnt.2,-5651,ENSG00000163380,LMOD3,leiomodin 3,Distal Intergenic
chr3,71480027,71480767,741,*,MACS_peak_3953,175.81,chr3,71480577,71480758,MIRb,0,-,SINE/MIR,MIRb,181,FALSE,SINE/MIR,"Intron (uc003don.3/27086, intron 1 of 21)",3,71003865,71542706,538842,2,27086,uc003don.3,61939,ENSG00000114861,FOXP1,forkhead box P1,Intron
chr3,72383717,72384577,861,*,MACS_peak_3956,259.87,chr3,72383874,72384154,MLT1B,281,+,LTR/ERVL-MaLR,MLT1B,280,FALSE,Other.TE,Distal Intergenic,3,72423744,72495774,72031,2,23429,uc003dpe.3,111197,ENSG00000163602,RYBP,RING1 and YY1 binding protein,Distal Intergenic
chr3,97539481,97539984,504,*,MACS_peak_3958,81.62,,,,No.TE,,,No.TE,No.TE,,,No.TE,Promoter,3,97540884,97663830,122947,1,131544,uc021xbn.2,-900,ENSG00000080200,CRYBG3,crystallin beta-gamma domain containing 3,Promoter
chr3,105494598,105494954,357,*,MACS_peak_3961,136.19,chr3,105494739,105494877,L2d2,0,+,LINE/L2,L2d2,138,FALSE,LINE/L2,"Intron (uc003dwc.3/868, intron 4 of 18)",3,105377109,105587887,210779,2,868,uc003dwc.3,92933,ENSG00000114423,CBLB,Cbl proto-oncogene B,Intron
chr3,106955731,106956521,791,*,MACS_peak_3962,209.44,chr3,106955921,106956242,L2a,0,+,LINE/L2,L2a,321,FALSE,LINE/L2,"Intron (uc003dwf.4/100302640, intron 1 of 7)",3,106555658,106959485,403828,2,100302640,uc003dwf.4,2964,,LINC00882,long intergenic non-protein coding RNA 882,Intron
chr3,107456677,107457364,688,*,MACS_peak_3963,418.2,chr3,107456762,107456920,Tigger4a,0,-,DNA/TcMar-Tigger,Tigger4a,158,FALSE,Other.TE,"Intron (uc003dwk.5/56987, intron 7 of 16)",3,107493566,107530176,36611,1,56987,uc003dwo.5,-36202,ENSG00000114439,BBX,BBX high mobility group box domain containing,Intron
chr3,114759007,114759727,721,*,MACS_peak_3965,245.62,chr3,114759046,114759598,L2c,0,-,LINE/L2,L2c,552,FALSE,LINE/L2,"Intron (uc003ebm.3/26137, intron 1 of 11)",3,114056947,114790261,733315,2,26137,uc003ebm.3,30534,ENSG00000181722,ZBTB20,zinc finger and BTB domain containing 20,Intron
chr3,119066035,119066696,662,*,MACS_peak_3966,114.64,chr3,119066278,119066318,L2c,0,-,LINE/L2,L2c,40,FALSE,LINE/L2,"Intron (uc003ecj.4/57514, intron 1 of 11)",3,119013220,119138323,125104,1,57514,uc003ecj.4,52815,ENSG00000031081,ARHGAP31,Rho GTPase activating protein 31,Intron
chr3,122643473,122643882,410,*,MACS_peak_3967,125.36,chr3,122643213,122643868,L2c,0,+,LINE/L2,L2c,395,FALSE,LINE/L2,"Intron (uc031sbm.1/54437, intron 9 of 22)",3,122628040,122631114,3075,2,54437,uc003efy.2,-12359,ENSG00000082684,SEMA5B,semaphorin 5B,Intron
chr3,122663875,122664633,759,*,MACS_peak_3968,456.27,,,,No.TE,,,No.TE,No.TE,,,No.TE,"Intron (uc031sbm.1/54437, intron 3 of 22)",3,122628040,122694981,66942,2,54437,uc031sbm.1,30348,ENSG00000082684,SEMA5B,semaphorin 5B,Intron
chr3,126700907,126701782,876,*,MACS_peak_3972,224.89,chr3,126700793,126700982,L1ME3E,0,+,LINE/L1,L1ME3E,75,FALSE,Other.TE,Distal Intergenic,3,126707437,126756235,48799,1,5361,uc003ejg.3,-5655,ENSG00000114554,PLXNA1,plexin A1,Distal Intergenic
chr3,126868492,126869018,527,*,MACS_peak_3973,181.77,,,,No.TE,,,No.TE,No.TE,,,No.TE,Distal Intergenic,3,126745228,126756235,11008,1,5361,uc003ejh.3,123264,ENSG00000114554,PLXNA1,plexin A1,Distal Intergenic
chr3,127308136,127308938,803,*,MACS_peak_3976,206.31,,,,No.TE,,,No.TE,No.TE,,,No.TE,Promoter,3,127291907,127309602,17696,2,131601,uc003ejm.4,664,ENSG00000163870,TPRA1,transmembrane protein adipocyte associated 1,Promoter
chr3,127391982,127392491,510,*,MACS_peak_3978,232.22,,,,No.TE,,,No.TE,No.TE,,,No.TE,Promoter,3,127391781,127399769,7989,1,80325,uc003ejt.3,201,ENSG00000114626,ABTB1,ankyrin repeat and BTB domain containing 1,Promoter
chr3,128055184,128055992,809,*,MACS_peak_3979,420.07,chr3,128055348,128055797,L2a,0,+,LINE/L2,L2a,449,FALSE,LINE/L2,"Intron (uc003eki.3/60678, intron 4 of 6)",3,128182437,128191160,8724,1,285224,uc003ekl.1,-126445,ENSG00000242049,DNAJB8-AS1,DNAJB8 antisense RNA 1,Intron
chr3,128150611,128151112,502,*,MACS_peak_3980,216.11,chr3,128150558,128151390,L2a,0,-,LINE/L2,L2a,501,FALSE,LINE/L2,Distal Intergenic,3,128182437,128191160,8724,1,285224,uc003ekl.1,-31325,ENSG00000242049,DNAJB8-AS1,DNAJB8 antisense RNA 1,Distal Intergenic
chr3,129290622,129291064,443,*,MACS_peak_3983,350.59,chr3,129290836,129291105,L2d2,0,+,LINE/L2,L2d2,228,FALSE,LINE/L2,"Exon (uc003emx.2/23129, exon 16 of 36)",3,129274056,129286447,12392,2,23129,uc011blb.1,-4175,ENSG00000004399,PLXND1,plexin D1,Exon
chr3,129316796,129317428,633,*,MACS_peak_3984,231.06,chr3,129316856,129316995,L2b,0,+,LINE/L2,L2b,139,FALSE,LINE/L2,"Intron (uc003emx.2/23129, intron 1 of 35)",3,129274056,129325582,51527,2,23129,uc003emx.2,8154,ENSG00000004399,PLXND1,plexin D1,Intron
chr3,129340410,129341090,681,*,MACS_peak_3985,149.51,chr3,129340692,129340872,L2c,0,-,LINE/L2,L2c,180,FALSE,LINE/L2,Distal Intergenic,3,129274056,129325582,51527,2,23129,uc003emx.2,-14828,ENSG00000004399,PLXND1,plexin D1,Distal Intergenic
chr3,129712321,129712916,596,*,MACS_peak_3986,119.64,chr3,129712665,129712835,MER5A,0,+,DNA/hAT-Charlie,MER5A,170,FALSE,Other.TE,Distal Intergenic,3,129693236,129696781,3546,1,7200,uc003enc.4,19085,ENSG00000170893,TRH,thyrotropin releasing hormone,Distal Intergenic
chr3,130144049,130144634,586,*,MACS_peak_3987,182.16,,,,No.TE,,,No.TE,No.TE,,,No.TE,"Intron (uc010hti.2/256076, intron 29 of 41)",3,130159010,130189818,30809,1,256076,uc021xdz.1,-14376,ENSG00000172752,COL6A5,collagen type VI alpha 5 chain,Intron
chr3,134032686,134033244,559,*,MACS_peak_3989,92.7,chr3,134032816,134033130,L2b,0,-,LINE/L2,L2b,314,FALSE,LINE/L2,Distal Intergenic,3,134074190,134085683,11494,2,51421,uc003eqe.1,52439,ENSG00000114019,AMOTL2,angiomotin like 2,Distal Intergenic
chr3,134533169,134533577,409,*,MACS_peak_3990,113.15,chr3,134533225,134533425,L2d,0,-,LINE/L2,L2d,200,FALSE,LINE/L2,"Intron (uc010htz.2/2047, intron 1 of 5)",3,134514099,134979307,465209,1,2047,uc003eqt.3,19070,ENSG00000154928,EPHB1,EPH receptor B1,Intron
chr3,134712609,134713027,419,*,MACS_peak_3991,219.85,chr3,134712684,134713087,L2c,0,+,LINE/L2,L2c,343,FALSE,LINE/L2,"Intron (uc010htz.2/2047, intron 4 of 5)",3,134786374,134979307,192934,1,2047,uc003equ.3,-73347,ENSG00000154928,EPHB1,EPH receptor B1,Intron
chr3,135528184,135528681,498,*,MACS_peak_3992,189.89,chr3,135528246,135528525,L2c,0,-,LINE/L2,L2c,279,FALSE,LINE/L2,Distal Intergenic,3,135684515,135866752,182238,1,5523,uc003eqv.2,-155834,ENSG00000073711,PPP2R3A,protein phosphatase 2 regulatory subunit B''alpha,Distal Intergenic
chr3,138176812,138177348,537,*,MACS_peak_3995,168.59,chr3,138176960,138177017,L2c,0,-,LINE/L2,L2c,57,FALSE,LINE/L2,"Intron (uc010hug.2/83850, intron 4 of 17)",3,138153415,138197256,43842,1,83850,uc003esk.3,23397,ENSG00000158220,ESYT3,extended synaptotagmin 3,Intron
chr3,139025801,139026368,568,*,MACS_peak_3996,98.7,chr3,139025871,139026116,L2b,0,+,LINE/L2,L2b,245,FALSE,LINE/L2,Distal Intergenic,3,139062798,139075887,13090,1,56945,uc003etb.3,-36430,ENSG00000175110,MRPS22,mitochondrial ribosomal protein S22,Distal Intergenic
chr3,140164456,140165129,674,*,MACS_peak_3999,232.21,chr3,140164769,140164849,L2c,0,-,LINE/L2,L2c,80,FALSE,LINE/L2,"Intron (uc003etm.2/64084, intron 5 of 10)",3,140396866,140419992,23127,1,287015,uc003eto.2,-231737,ENSG00000155890,TRIM42,tripartite motif containing 42,Intron
chr3,140188070,140188652,583,*,MACS_peak_4000,80.01,chr3,140188361,140188619,L2c,0,+,LINE/L2,L2c,258,FALSE,LINE/L2,"Intron (uc003etm.2/64084, intron 8 of 10)",3,140396866,140419992,23127,1,287015,uc003eto.2,-208214,ENSG00000155890,TRIM42,tripartite motif containing 42,Intron
chr3,140867915,140868421,507,*,MACS_peak_4001,95.3,chr3,140868311,140868395,MIR3,0,+,SINE/MIR,MIR3,84,FALSE,SINE/MIR,Downstream (<1kb),3,140950682,141013486,62805,1,92370,uc003etu.3,-82261,ENSG00000155893,PXYLP1,2-phosphoxylose phosphatase 1,Distal Intergenic
chr3,140993270,140994143,874,*,MACS_peak_4002,244.89,chr3,140993458,140993856,L2c,0,-,LINE/L2,L2c,398,FALSE,LINE/L2,"Intron (uc003etu.3/92370, intron 4 of 7)",3,140981456,141013486,32031,1,92370,uc011bnb.2,11814,ENSG00000155893,PXYLP1,2-phosphoxylose phosphatase 1,Intron
chr3,142517154,142517714,561,*,MACS_peak_4003,139.3,chr3,142517179,142517530,L2c,0,-,LINE/L2,L2c,351,FALSE,LINE/L2,"Intron (uc003evb.3/7220, intron 8 of 11)",3,142509861,142523020,13160,1,7220,uc011bni.1,7293,ENSG00000144935,TRPC1,transient receptor potential cation channel subfamily C member 1,Intron
chr3,145881910,145882432,523,*,MACS_peak_4005,117.6,chr3,145881879,145882051,LTR16C,0,-,LTR/ERVL,LTR16C,141,FALSE,Other.TE,Distal Intergenic,3,145787228,145879282,92055,2,5352,uc003evs.1,-2628,ENSG00000152952,PLOD2,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 2",Distal Intergenic
chr3,148847200,148848097,898,*,MACS_peak_4006,130.79,,,,No.TE,,,No.TE,No.TE,,,No.TE,Promoter,3,148847371,148891305,43935,1,84343,uc003ewu.1,0,ENSG00000163755,HPS3,HPS3 biogenesis of lysosomal organelles complex 2 subunit 1,Promoter
chr3,155973337,155973709,373,*,MACS_peak_4008,113.78,chr3,155973295,155973813,L2c,0,+,LINE/L2,L2c,372,FALSE,LINE/L2,"Intron (uc003far.2/7881, intron 1 of 13)",3,155933349,155945672,12324,2,100874083,uc031scc.1,-27665,ENSG00000240596,KCNAB1-AS2,KCNAB1 antisense RNA 2,Intron
chr3,158553889,158554732,844,*,MACS_peak_4009,235.01,chr3,158554229,158554321,L2d2,0,-,LINE/L2,L2d2,92,FALSE,LINE/L2,Distal Intergenic,3,158519715,158547508,27794,1,64747,uc011bow.2,34174,ENSG00000118855,MFSD1,major facilitator superfamily domain containing 1,Distal Intergenic
chr3,159873511,159874127,617,*,MACS_peak_4010,103.11,chr3,159873489,159873746,L2a,0,-,LINE/L2,L2a,235,FALSE,LINE/L2,"Intron (uc003fcw.1/uc003fcw.1, intron 3 of 9)",3,159943423,159946000,2578,1,401097,uc021xgp.1,-69296,ENSG00000180044,C3orf80,chromosome 3 open reading frame 80,Intron
chr3,169530157,169531227,1071,*,MACS_peak_4014,907.5,chr3,169530897,169531234,LOR1a,338,-,LTR/ERV1,LOR1a,330,FALSE,Other.TE,Promoter,3,169511216,169530574,19359,2,151827,uc003ffx.3,0,ENSG00000171757,LRRC34,leucine rich repeat containing 34,Promoter
chr3,176715775,176716410,636,*,MACS_peak_4020,100.92,chr3,176716093,176716618,MLT1E2,526,+,LTR/ERVL-MaLR,MLT1E2,317,FALSE,Other.TE,Distal Intergenic,3,176738542,176914266,175725,2,79718,uc003fiw.4,197856,ENSG00000177565,TBL1XR1,TBL1X/Y related 1,Distal Intergenic
chr3,181923804,181924402,599,*,MACS_peak_4023,89.63,,,,No.TE,,,No.TE,No.TE,,,No.TE,Distal Intergenic,3,182164758,182204150,39393,2,401103,uc021xib.2,279748,ENSG00000241098,LINC01994,long intergenic non-protein coding RNA 1994,Distal Intergenic
chr3,183260005,183260507,503,*,MACS_peak_4024,91.09,chr3,183259894,183260631,L2c,0,+,LINE/L2,L2c,502,FALSE,LINE/L2,"Intron (uc003flr.3/89857, intron 1 of 6)",3,183205319,183273499,68181,2,89857,uc003flr.3,12992,ENSG00000172578,KLHL6,kelch like family member 6,Intron
chr3,183588345,183588884,540,*,MACS_peak_4025,80.74,chr3,183588511,183588772,L2d2,0,+,LINE/L2,L2d2,261,FALSE,LINE/L2,"Intron (uc003fmd.3/55486, intron 1 of 9)",3,183547173,183602693,55521,2,55486,uc003fmd.3,13809,ENSG00000175193,PARL,presenilin associated rhomboid like,Intron
chr3,183883264,183883840,577,*,MACS_peak_4026,197.73,chr3,183883594,183883826,MIRb,0,+,SINE/MIR,MIRb,232,FALSE,SINE/MIR,Promoter,3,183882280,183891314,9035,1,1857,uc003fmu.3,984,ENSG00000161202,DVL3,dishevelled segment polarity protein 3,Promoter
chr3,184287525,184288416,892,*,MACS_peak_4027,368.86,chr3,184288069,184288278,MIRb,0,+,SINE/MIR,MIRb,209,FALSE,SINE/MIR,"Intron (uc003foz.3/2049, intron 1 of 15)",3,184279587,184300196,20610,1,2049,uc003foz.3,7938,ENSG00000182580,EPHB3,EPH receptor B3,Intron
chr3,184484327,184485070,744,*,MACS_peak_4028,1054.93,chr3,184484462,184484739,L2d2,0,+,LINE/L2,L2d2,277,FALSE,LINE/L2,Distal Intergenic,3,184529931,184770402,240472,1,23355,uc003fpb.1,-44861,ENSG00000156931,VPS8,VPS8 subunit of CORVET complex,Distal Intergenic
chr3,185455855,185456653,799,*,MACS_peak_4029,99.83,chr3,185456009,185456353,L2c,0,-,LINE/L2,L2c,344,FALSE,LINE/L2,"Intron (uc010hyi.3/10644, intron 1 of 14)",3,185431040,185447575,16536,1,646600,uc003fps.4,24815,ENSG00000163915,IGF2BP2-AS1,IGF2BP2 antisense RNA 1,Intron
chr3,186083082,186083677,596,*,MACS_peak_4030,151.61,chr3,186083090,186083324,L2d,0,-,LINE/L2,L2d,234,FALSE,LINE/L2,Distal Intergenic,3,185864990,186080023,215034,2,1608,uc011brx.2,-3059,ENSG00000058866,DGKG,diacylglycerol kinase gamma,Distal Intergenic
chr3,186128615,186129370,756,*,MACS_peak_4031,770.88,chr3,186128610,186128941,MLT1J1,332,-,LTR/ERVL-MaLR,MLT1J1,326,FALSE,Other.TE,Distal Intergenic,3,185864990,186080023,215034,2,1608,uc011brx.2,-48592,ENSG00000058866,DGKG,diacylglycerol kinase gamma,Distal Intergenic
chr3,187892415,187892974,560,*,MACS_peak_4033,363.45,chr3,187892473,187892710,L2d2,0,+,LINE/L2,L2d2,237,FALSE,LINE/L2,"Intron (uc011bsg.2/4026, intron 1 of 9)",3,187896331,187898596,2266,1,401105,uc011bsh.1,-3357,ENSG00000279891,FLJ42393,uncharacterized LOC401105,Intron
chr3,193507848,193508694,847,*,MACS_peak_4034,215.68,chr3,193508032,193508498,L2c,0,-,LINE/L2,L2c,466,FALSE,LINE/L2,Distal Intergenic,3,193336388,193345121,8734,2,100873941,uc031scv.1,-162727,ENSG00000224855,OPA1-AS1,OPA1 antisense RNA 1,Distal Intergenic
chr3,193719446,193720569,1124,*,MACS_peak_4036,1050.68,chr3,193719981,193720196,MIR,0,+,SINE/MIR,MIR,215,FALSE,SINE/MIR,Promoter,3,193675161,193721448,46288,2,647323,uc021xiw.1,879,ENSG00000214146,LINC02026,long intergenic non-protein coding RNA 2026,Promoter
chr3,193772166,193772802,637,*,MACS_peak_4038,111.07,chr3,193772329,193772584,L2d2,0,-,LINE/L2,L2d2,255,FALSE,LINE/L2,"Exon (uc003ftp.3/uc003ftp.3, exon 3 of 4)",3,193675161,193721448,46288,2,647323,uc021xiw.1,-50718,ENSG00000214146,LINC02026,long intergenic non-protein coding RNA 2026,Exon
chr3,193816479,193817052,574,*,MACS_peak_4039,237.95,chr3,193816933,193817087,MIRb,0,+,SINE/MIR,MIRb,119,FALSE,SINE/MIR,Distal Intergenic,3,193853931,193855073,1143,1,3280,uc011bst.2,-36879,ENSG00000114315,HES1,hes family bHLH transcription factor 1,Distal Intergenic
chr3,193991843,193992289,447,*,MACS_peak_4040,191.13,chr3,193991895,193992160,L2c,0,+,LINE/L2,L2c,265,FALSE,LINE/L2,Distal Intergenic,3,194017424,194030593,13170,2,100131551,uc003ftr.2,38304,ENSG00000214145,LINC00887,long intergenic non-protein coding RNA 887,Distal Intergenic
chr3,194032906,194033721,816,*,MACS_peak_4041,220.43,,,,No.TE,,,No.TE,No.TE,,,No.TE,Distal Intergenic,3,194018989,194030593,11605,2,100131551,uc011bsu.2,-2313,ENSG00000214145,LINC00887,long intergenic non-protein coding RNA 887,Distal Intergenic
chr3,194331183,194332005,823,*,MACS_peak_4042,644.87,chr3,194331040,194331396,MER34C2,357,+,LTR/ERV1,MER34C2,213,FALSE,Other.TE,"Exon (uc010hzm.3/93109, exon 2 of 4)",3,194308402,194336426,28025,2,93109,uc010hzm.3,4421,ENSG00000145014,TMEM44,transmembrane protein 44,Exon
chr3,194849074,194849775,702,*,MACS_peak_4046,87.87,chr3,194849327,194849612,L2c,0,+,LINE/L2,L2c,285,FALSE,LINE/L2,"Intron (uc003ful.3/152002, intron 4 of 4)",3,194789013,194842924,53912,2,152002,uc003fuk.3,-6150,ENSG00000173950,XXYLT1,xyloside xylosyltransferase 1,Intron
chr3,194941811,194942173,363,*,MACS_peak_4047,121.97,chr3,194941582,194941961,L1MC3,0,+,LINE/L1,L1MC3,150,FALSE,Other.TE,"Intron (uc003fum.4/152002, intron 2 of 3)",3,194877178,194968585,91408,2,152002,uc011bsw.1,26412,ENSG00000173950,XXYLT1,xyloside xylosyltransferase 1,Intron
chr3,196756040,196756637,598,*,MACS_peak_4050,554.23,,,,No.TE,,,No.TE,No.TE,,,No.TE,Promoter,3,196728612,196756687,28076,2,4241,uc003fxk.4,50,ENSG00000163975,MELTF,melanotransferrin,Promoter
chr3,197202954,197203370,417,*,MACS_peak_4051,91.38,chr3,197202963,197203134,L2d2,0,+,LINE/L2,L2d2,171,FALSE,LINE/L2,Distal Intergenic,3,197236654,197282858,46205,2,622,uc003fxr.3,79488,ENSG00000161267,BDH1,3-hydroxybutyrate dehydrogenase 1,Distal Intergenic
chr3,197807600,197808239,640,*,MACS_peak_4052,140.16,,,,No.TE,,,No.TE,No.TE,,,No.TE,Promoter,3,197784404,197807542,23139,2,348840,uc010iat.2,-58,ENSG00000291192,ANKRD18DP,"ankyrin repeat domain 18D, pseudogene",Promoter
chr4,1004022,1004696,675,*,MACS_peak_4053,635.21,,,,No.TE,,,No.TE,No.TE,,,No.TE,Promoter,4,1004940,1020686,15747,1,53834,uc003gce.3,-244,ENSG00000127418,FGFRL1,fibroblast growth factor receptor like 1,Promoter
chr4,1551259,1552052,794,*,MACS_peak_4054,554.74,chr4,1551662,1551762,L2d2,0,+,LINE/L2,L2d2,100,FALSE,LINE/L2,Distal Intergenic,4,1641608,1685718,44111,2,152877,uc021xkk.1,133666,ENSG00000174137,FAM53A,family with sequence similarity 53 member A,Distal Intergenic
chr4,1779407,1780273,867,*,MACS_peak_4056,599.75,,,,No.TE,,,No.TE,No.TE,,,No.TE,Distal Intergenic,4,1795039,1810599,15561,1,2261,uc003gdq.3,-14766,ENSG00000068078,FGFR3,fibroblast growth factor receptor 3,Distal Intergenic
chr4,1806494,1807413,920,*,MACS_peak_4057,203.37,,,,No.TE,,,No.TE,No.TE,,,No.TE,"Exon (uc003gdq.3/2261, exon 10 of 17)",4,1803094,1805563,2470,1,2261,uc010icb.1,3400,ENSG00000068078,FGFR3,fibroblast growth factor receptor 3,Exon
chr4,1810705,1811669,965,*,MACS_peak_4058,597.09,chr4,1811187,1811213,L2c,0,-,LINE/L2,L2c,26,FALSE,LINE/L2,Downstream (<1kb),4,1803094,1805563,2470,1,2261,uc010icb.1,7611,ENSG00000068078,FGFR3,fibroblast growth factor receptor 3,Distal Intergenic
chr4,2043108,2043948,841,*,MACS_peak_4059,714.54,,,,No.TE,,,No.TE,No.TE,,,No.TE,Promoter,4,2043720,2045697,1978,1,401115,uc021xkn.1,0,ENSG00000243449,NICOL1,NELL2 interacting cell ontogeny regulator 1,Promoter
chr4,2258441,2258800,360,*,MACS_peak_4060,84.67,,,,No.TE,,,No.TE,No.TE,,,No.TE,"Intron (uc003geu.1/10608, intron 3 of 5)",4,2249160,2263739,14580,2,10608,uc003geu.1,4939,ENSG00000123933,MXD4,MAX dimerization protein 4,Intron
chr4,2268370,2269018,649,*,MACS_peak_4061,327.04,chr4,2268175,2268618,ORSL-2b,0,+,DNA/hAT-Tip100,ORSL-2b,248,FALSE,Other.TE,Distal Intergenic,4,2259709,2263739,4031,2,10608,uc003gev.1,-4631,ENSG00000123933,MXD4,MAX dimerization protein 4,Distal Intergenic
chr4,2289509,2290111,603,*,MACS_peak_4062,485.57,chr4,2289864,2289910,L2b,0,-,LINE/L2,L2b,46,FALSE,LINE/L2,"Intron (uc003gew.2/57732, intron 5 of 9)",4,2259709,2263739,4031,2,10608,uc003gev.1,-25770,ENSG00000123933,MXD4,MAX dimerization protein 4,Intron
chr4,3443261,3443777,517,*,MACS_peak_4063,387.66,chr4,3443390,3443483,L2b,0,-,LINE/L2,L2b,93,FALSE,LINE/L2,Promoter,4,3443726,3451213,7488,1,3083,uc003ghc.3,0,ENSG00000109758,HGFAC,HGF activator,Promoter
chr4,3604980,3605726,747,*,MACS_peak_4064,254.99,chr4,3605285,3605378,L2c,0,-,LINE/L2,L2c,93,FALSE,LINE/L2,Distal Intergenic,4,3578596,3592712,14117,1,285492,uc003ghj.2,26384,,LINC00955,long intergenic non-protein coding RNA 955,Distal Intergenic
chr4,3765615,3766002,388,*,MACS_peak_4065,117.03,chr4,3765716,3765831,L2b,0,+,LINE/L2,L2b,115,FALSE,LINE/L2,Distal Intergenic,4,3768296,3770253,1958,1,152,uc003ghm.3,-2294,ENSG00000184160,ADRA2C,adrenoceptor alpha 2C,Distal Intergenic
chr4,3800483,3801025,543,*,MACS_peak_4066,352.05,,,,No.TE,,,No.TE,No.TE,,,No.TE,Distal Intergenic,4,3768296,3770253,1958,1,152,uc003ghm.3,32187,ENSG00000184160,ADRA2C,adrenoceptor alpha 2C,Distal Intergenic
chr4,3859582,3860292,711,*,MACS_peak_4067,378.33,,,,No.TE,,,No.TE,No.TE,,,No.TE,Distal Intergenic,4,3768296,3770253,1958,1,152,uc003ghm.3,91286,ENSG00000184160,ADRA2C,adrenoceptor alpha 2C,Distal Intergenic
chr4,3874797,3875266,470,*,MACS_peak_4068,181.86,chr4,3874897,3875050,L2c,0,-,LINE/L2,L2c,153,FALSE,LINE/L2,Distal Intergenic,4,3943669,3957148,13480,2,348926,uc003ghn.3,81882,ENSG00000290374,FAM86EP,"family with sequence similarity 86, member A pseudogene",Distal Intergenic
chr4,4615491,4616162,672,*,MACS_peak_4069,334.48,chr4,4615760,4616055,L2b,0,-,LINE/L2,L2b,295,FALSE,LINE/L2,"Intron (uc003gid.3/100507266, intron 2 of 5)",4,4543858,4712664,168807,1,100507266,uc003gid.3,71633,ENSG00000247708,STX18-AS1,STX18 antisense RNA 1 (head to head),Intron
